review,rating,sentiment,sentiment_ai,sentiment_final
"підключався монітор VGA до ПК, перечитавши відгуки, дійсно HDMI не до кінця входить у роз'єм відеокарти, пласкогубцями відігнув метал зверху над роз'ємом і ввійшло до кінця. Запрацювало зразу без проблем
",5,Positive,Positive,Positive
"Користуюсь навушниками тиждень. Тихий звук при прослуховуванні чи перегляді . На дзвінок з першої спроби ще не вдалось жодного разу відповісти( трошки підглючують). При розмові мене чують погано ))))
",3,Neutral,Negative,Negative
"Смачні, свіжі великі горіхи, нічим не гірші за дорогі упаковки у супермаркетах. Дуже швидко доставили!
",5,Positive,Positive,Positive
"Навушники не погані, працювали майже рік але зараз почав погано працювати і мікрофон і ліве вухо.Можливо якось здати по гарантії в ремонт?
",3,Neutral,Negative,Negative
"Замовляла #10, сама текстура нормальна-схожа на РубіРоуз. Єдине що насторожує то термін придатності(див фото)- терміново треба вималювати аж 2ві штуки так як мін замовлення було дві штуки",4,Positive,Neutral,Neutral
"Запах присутній. Поки залишили вивітрюватися на балконі. Думала, що будуть більшими, треба було уважніше дивитися на вказані розміри.
",4,Positive,Neutral,Neutral
"Проблема тонкої обкладинки вирішується цупкою обгорткою або можна накласти ще одну, вже підписану з іншого зошита.
",5,Positive,Neutral,Neutral
"Очікував, що користуватимусь вологими серветками. Був дуже радий, що взагалі доставка працює, а тут таке. Маю надію Розетка чи хтось інший повідомить відповідальній особі за замовлення.
",2,Negative,Negative,Negative
"Після 7місяців настільки надоїли що постійно пропадав то звук,то з'єднання,що викинув у смітник а говорити у них зовсім неможливо жалкую що придбав.",1,Negative,Negative,Negative
"Брав таке раніше, і зараз замовлятиму тут ще собі. Все добре діє. За свою ціну – нормально.",5,Positive,Positive,Positive
"Ми з цього пюре розпочали прикорм, дуже гарний склад, консистенція, і якість. Синочок був в захваті.
",5,Positive,Positive,Positive
"Коли покупав годинник, був трохи деформований корпус. Але на роботу годинника це суттєво не вливає
",4,Positive,Neutral,Neutral
"Звук норм навіть для музики. Не без недоліків! Співрозмовники жаліються на поганий мікрофон. Деколи відвалюється лівий навушник.
",3,Neutral,Negative,Negative
"За свої гроші - нормальний варіант. Хоча шар гуми значно поліпшив би зчеплення з підлогою
",3,Neutral,Neutral,Neutral
"Не захищає основну камеру на задній панелі телефону, камера виступає назовні з панелі. Буду шукати іншу.
",1,Negative,Negative,Negative
"Чудові навушники 12 років служать, міняв амбюшури і паяв дріт. Зимою не використовував(надворі). Нічого не тріщить і не хрипить. Звук досить хороший.",5,Positive,Positive,Positive
"заказ прийшов дуже швидко. Ждала з ненерпінням, і розчарувалась... кришка зверху потерта , пакети з комплектуючими розірвані . Неприємно, мягко кажучи ...
",3,Neutral,Negative,Negative
"Шумний. реальна ємність акумулятора 1200 через рік використання замінив, боо почав бистро сідати. Біти в наборі в смітник. мвгнито тримач туди ж .",3,Neutral,Negative,Negative
"Хороший тренажер. Ручки резинові, зручно тримати. Було б краще зробити ще резинки в отворах чи на ручках, при навантаженні трохи хитаються. Магазин відправив швидко, дякую
",5,Positive,Positive,Positive
"Отримав,перевірив на пункті видачі все працювало, в перші хвилини роботи почав збиватися патрон(перестає закручувати саморіз) , думаю це погано працю механізм кнопки переключання скоростей, працює погано перемикач. Не рекомендую
",2,Negative,Negative,Negative
"Як на мене, рівень українських бюджетних вин, Болград і тд. В ці гроші можна купити краще.
",3,Neutral,Negative,Negative
"Доповню мвій відгук.
Перестав заряджатися лівий навушник.
Відправлю на сервіс і відпишуся наскільки це сервіс якісний.
",2,Negative,Negative,Negative
"Дуже хороші пелюшки,гарно впитують і скоро сохнуть,не збиваються в одну сторону,ідеально підходять для малюків. Однозначно рекомендую ! ",5,Positive,Positive,Positive
"Коли ввімкнена підсвітка клавіатура фонить, навіть в навушниках чути цей звук, в результаті просто вимикаю підсвітку.
",2,Negative,Neutral,Negative
"Дуже смачне, моїй дитині вже 2.3 але я іноді даю такі пюре, коли немає часу готувати або в дорозі",5,Positive,Positive,Positive
"Приємний аромат: не різкий, легкий. Як на мене, то це унісекс: інколи сама каристуюся ))). Єдиний мінус (для мене) - нестійкий... Покупкою задоволена але повну версію брати не буду...
",3,Neutral,Positive,Neutral
"Купляла в основному щоб був розумний аналіз тіла , а показує тільки вагу і все.
",3,Neutral,Negative,Negative
"Мав нагоду купувати схожі теплиці і дуги у них набагато кращої якості. Мені не сподобалось(
",2,Negative,Negative,Negative
"Камеру повернула продавцю, бо вона не відповідала очікуваному. Продавець поводив себе дуже поважно, гроші повернули за декілька годин.
",2,Negative,Neutral,Negative
"Лобзік гарний на вигляд. Ще не користувалися, але сподіваюсь, що якісний. Продавець швидко зв'язався і відправив оперативно.
",5,Positive,Neutral,Positive
"Придбав собі такий у авто, думав що буде кращий але є що є! Очікував кращого!
",3,Neutral,Negative,Neutral
"Колір красивий, але сам гель-лак рідкуватий, лягає не дуже гарно. Наносити треба в три слова і сохне погано.
",3,Neutral,Negative,Negative
"Візуально подобається, як виглядає. Хід клавіш нормальний. Для мене трохи не вистачає нахилу. Залишив би, якби працювала підсвітка клавіш. Доведеться повертати. ((",3,Neutral,Neutral,Neutral
"Більше місяця як не можу нарадуватись! Ідеально затемняють кімнату, захищають від сонця, моють стильний вигляд, якісні. Зі мною швидко зв'язались, уточнили всі деталі, відправили після виготовлення
",5,Positive,Positive,Positive
"У мене автомобіль КІА з салону стояв акумулятор виробництва Solite і він пропрацював рівно десять років. Кращої реклами неможливо придумати.
",5,Positive,Positive,Positive
"Роутер працює непогано, однак маю неприємний осадок. Блок живлення прийшов з перебитим кабелем. Довелося під'єднувати блок живлення від старого роутера.
Т
",3,Neutral,Negative,Neutral
"Попередньо я постирав килим цим засобом, обробив його, а потім ще й спреєм. Через кілька годин після обробки кішка з великим задоволенням накидала на килим і навіть не поморщилася.",1,Negative,Positive,Negative
"хороші рукавички, зручні, шкіра в них не пріє, і на мою маленьку руку S якраз.
",5,Positive,Positive,Positive
"Завелика вартість навіть при знижці.
Пластик хороший, але мусорний бак відпадає при будь яких маніпуляціях з машиною, а з малечею (около 2р) це кожні 3 секунди",3,Neutral,Negative,Negative
"Зручна скринька з ручкою та замочками, великий і при тому компактний набір. Все якісне. Чудовий подарунок.
",5,Positive,Positive,Positive
"Поставив драйвера, навушники підключає, звук є, але не працює мікрофон. Пробував і airpods і xiaomi
",2,Negative,Negative,Negative
"Не пройшло й півроку, а уже два битих пікселя (на чорному) :\
Не знаю шо з цим робити, без моніка не хочеться сидіти...
",2,Negative,Negative,Negative
"Користуюсь таким шлангом вже 3 роки, а вигляд як новий, навіть в жару не потріскався",5,Positive,Positive,Positive
"Дуже сподобалася! Мавпочка з брязкальцем, вушка добре шурхотять, гарний розмір, зручно тримати маленькою ручкою.",5,Positive,Positive,Positive
Купив шланг поміряв мало бути 22 метри . Їх там немає можливо в натянутому стані і то певно не буде,1,Negative,Negative,Negative
"Пластелін дуже легко мнеться,для дитячих ручок саме те що треба. До рук не липне та не красить.
",5,Positive,Positive,Positive
"Через 2 тижні щоденного використання (нічого важкого, лише склянка кави 250 мл) кріплення майже перестало триматися на колясці… ослабло.",2,Negative,Negative,Negative
"Заказав, прийшли досить швидко. Розпакував і розчарувався після їхнього прослуховування, лівий навушник майже не працює!
",1,Negative,Negative,Negative
"Не вартує таких коштів...,не акуратно литий...,з однієї сторони пластмаса жовта...,а як працювати буде,побачимо...,не повертала,бо дома до ока впало,що там брак.
",1,Negative,Negative,Negative
"При роботі штроборізом 25% пилу не всмоктує. Під час чищення салону автомобіля, результат половинчастий. Обичний побутовий пилосос вичистив набагато краще.",3,Neutral,Negative,Negative
"Купив. Поставив. Через день. Вибиває кнопка захисту (що на фото). Вибиває, коли бойлер не в мережі. Бракований товар….
",1,Negative,Negative,Negative
"Коврик норм , но вонючий , після роботи воняє китайской резиной ще й рука )
",3,Neutral,Negative,Negative
"Теж проблема з колбою . Тріснула різьба . Підійшла баночка від плину до посуду .
",1,Negative,Neutral,Negative
"Упаковані зручно, прошиті норм. Треба розуміти,що не на 20 років служби. За таку ціну - досить впевнений середнячок.",3,Neutral,Neutral,Neutral
"Кнопка не механічна а сенсорна. Коли треба не спрацьовує, коли не треба спрацьовує.
Червоний режим тільки блимаючий, постійного немає.
Щоб вимкнути потрібно проклацати всі режими по колу.
",2,Negative,Negative,Negative
"Дуже дивно, що на комп""ютері та ноуті вай-фай не виставляється. а на планшеті - є
",2,Negative,Negative,Negative
"Поки що тільки одну вкрутив, світить добре але видає не гучний але помітний гул, димер не використовується.
",2,Negative,Neutral,Negative
"Тільки купили, встановили і коли включили світло побачили дефекти - оплавлені верхня панель та бічна стінка, явно заводський брак. Не сподівались такаго за цю ціну. Додаю фото.
",2,Negative,Negative,Negative
вказано що гігабіт видає вай фай а в реалі тільки 100 мгб обідно навіщо писати таку штуку і що тепер робити а в мене нет 300 мбіт,2,Negative,Negative,Negative
"Нажаль приїхала непрацююча. З початком ходьби не запускалась. З хорошого- дякую продавцю за швидке повернення грошей, а працівникам Розетки за якісний сервіс при поверненні товару.
",1,Negative,Neutral,Negative
"Хороший тример, стриже добре. Нерве волосся, гостріножі,удобно найбільша насадка має 21мм.
Серед недоліків батареї хватає на 2 максімум стрижки, і коли включена на зарядці то неможна стригти.голосно робить",3,Neutral,Neutral,Neutral
"9 місяців роботи без проблем, дуже задоволений!!Дуже зручно, що є дві швидкості)другу використовував тільки для міксера, для самонарезів в дерево хватає першої плавної, користуюсь кожен тиждень!)Задоволений!",5,Positive,Positive,Positive
"Придбав на Розетці дану гру в період новорічних знижок по дуже вигідній ціні!!! Дуже задоволений швидкою доставкою та додатковими бонусами. Однозначно рекомендую Розетку, як продавця))
",5,Positive,Positive,Positive
"Люблю цю туш,хороша якість. Але запакована вона має бути нормально. До користувача її не мають відкривати. А на ній навіть наклейка не належне,не те,що захисна плівка .
",3,Neutral,Negative,Negative
"Оригінал і цим все сказано. Якість,надійність та довговічність (за умови,що ви знаєте як їм користуватись ;) ) ",5,Positive,Positive,Positive
"Запис зі швидкістю 5,13 мб/сек. 20 Гб обіцяє записати спершу за декілька хвилин, потім за 1 годину. Швидкість запису постійно знижується. Думав буде краще.",2,Negative,Negative,Negative
"Після першої зарядки пристрій не працює. Перезапустити неможливо. Навіть коли від'єднати від зарядного всеодно на дисплеї показує, що ніби-то пристрій заряджається. Прошу замінити пристрій на працюючий, або повернути кошти.
",1,Negative,Negative,Negative
"Вважаю ціна не відповідає якості звуку.
Моторолла верв бадс 300 грають краще, звукоізоляція краще, баси теж краще.",3,Neutral,Negative,Neutral
"Хоч плита і дсп але вона досить гарно зроблена, всі кути згладжені. Ідеальне співвідношення ціна\якість.
",5,Positive,Positive,Positive
"З часом буде видно — а так поки що сказати неможливо — все зроблено з пресованого порошку!!! Називається, як пощастить!",3,Neutral,Negative,Neutral
"Кабель підійшов для Amazon fire tv stick 4k, для нього і робилася ця покупка. Якість хороша.",5,Positive,Positive,Positive
"Сплатив за товар, доставку та упаковку.
При цьому домовлялися, що я не плачу за упаковку.
",1,Negative,Negative,Negative
"Взагалі для такого виробу у нього гарна ціна,простий у користуванні,мобільний. Якби була б трішки довша штанга розприскувача.
",5,Positive,Positive,Positive
"Купив собі такий, тому що подібний є в рідних. Чудово прибирає, коври також не проблема)
Заряду вистачвє
",5,Positive,Positive,Positive
"Коли купив, встановив на нього віндовс, все почало ввдкриватись та завантажуватись миттєво, але вчора ноутбук просто не увімкнувся.
",2,Negative,Negative,Negative
"Чудовий набір якісного, корисного, травянного чаю з різними видами. У складі яких якісні травяні складові. П`ємо всією родиною, рекомендуємо. Упаковано якісно та доставлено швидко.
",5,Positive,Positive,Positive
"Почервонінь, висипів від цих підгузників у моєї дитини не було, користуємося ними завжди. Дуже гарно впитують вологу і не збиваються в комки. Приємні на дотик і пахнуть приємно. Я вражена.
",5,Positive,Positive,Positive
"Придбала цю лампу в кінці січня. Дуже подобалася, нарікань не було. А сьогодні спробувала увімкнути, а вона не вмикається. Все. Вистачило на 2 місяці",3,Neutral,Negative,Negative
"Прилад нормальний, не більше не менше.
Інструкцію складала людина, яка ніколи не користувалася чимось подібним. Призначення насадок вказані невірно)
",3,Neutral,Negative,Negative
"Поки працює нормально, хоча один раз заглючив і не починав зволоження бо наче не було достатньо води, після перевстановлення ємності для води почав працювати нормально.
",3,Neutral,Neutral,Neutral
"З своїм призначенням справляється, проте однозначно не вартий грошей котрі за нього просять, дуже вже шумить під час роботи... Не рекомендую.
",3,Neutral,Negative,Negative
"Підкажіть хто купував. Якщо поставити власну мелодію виклик гарно чути? Бо пробувала в магазині стандартні включати, то не дуже звук наче...
",3,Neutral,Neutral,Neutral
"Після 2-х років нечастого використання (1-2 рази на тиждень), згоріла спіраль в 3-х місцях, ремонту не підлягає(( на сервісі кажуть це дуже часта пооблема з фенами Філіпс.",3,Neutral,Negative,Negative
"Дезодорант приїхав у відділення без упаковки. Відкритий. Це засіб індивідуальної гігієни й така ситуація не припустима.
",3,Neutral,Negative,Negative
"Підходить не до всіх типів шкіри, ролик не прокручується, потрібно допомагати руками ( відповідно забруднюється ). Брак серйозний !!!
",1,Negative,Negative,Negative
"Недостатньо інформації про контрольний розчин. Якщо його перевірити на апараті і він показує якусь цифру, то з якою цифрою цей показник порівнювати? Хочеться побачити відповідь.
",3,Neutral,Neutral,Neutral
"як встановив, так й не чіпав кабель, працює добре, як з зображення так й зі звуком все добре
",5,Positive,Positive,Positive
"Ніяк не дочекаюсь знижки ціна не змінюється!)) тільки та що перекреслена, а так шурик бомба
",5,Positive,Negative,Positive
"#Розпакуваннядіти
Пазли-гра порадувала. Упаковка тубус великого розміру, якісна, зручно буде зберігати. Пазли великого розміру, яскраві. В комплекті йдуть наклейки і завдання, завдання дитині сподобалися. На подарунок чудовий варіант. Однозначно рекомендуємо
",5,Positive,Positive,Positive
"Люблю фірму Ля Рош, тому без вагань замовила великий формат. І даремно, запах якийсь специфічний, дуже дратує. В мене викликав алергію. Але моїй мамі ніби підійшов.
",2,Negative,Negative,Negative
"Мій коментар субєкнийвний:
Глючить мало, є затримки але несуттєві.
Пульт зручний, легко керувати.
Думаю це нормальна річ за свої гроші, як для хорошого китайського бренда.
",3,Neutral,Neutral,Neutral
"Аромат приємний, ніжний. І квітковий, але і свіжий. На літо підходить. Купляла тестер, ще й по акційній ціні, так що покупкою задоволена.
",4,Positive,Positive,Positive
"прийшло швидко,запаковано супер! в роботі навіть не думала,що буде безболісно,дякую Розетка, шкода що відео не загрузилось.
",5,Positive,Positive,Positive
"Купував телефон для мами , її все влаштовує. Взагалі не поганий бюджетний телефон , явних недоліків поки що не помітив
",4,Positive,Positive,Positive
"Чохол так собі, пошитий добре, але спати на ньому не дуже приємно, парить. А це й не дивно, адже це хімія.",3,Neutral,Negative,Negative
"Якість матеріалу сподобалася, трішки не розібрався з розміром, але для дому мені цілком підходить. В середині достатня кількість кишень. Верхня частина має металевий каркас.
",3,Neutral,Positive,Positive
"Мало того, що виріб поганої якості, та ще ї не шкіряний, як написано в описі. З урахуванням, що Розетка продає напряму - свідомий обман покупця.
",1,Negative,Negative,Negative
"Хочу добавити до попереднього відгуку деякі фото:
1 - партія від березня місяця
2 - дата виготовлення
3 - партія поточного замовлення
4 - дата виготовлення",1,Negative,Neutral,Neutral
"На жаль, вистачило на 2 роки, 2 місяці. Процесор вийшов з ладу. За час користування був надійним помічником у роботі (організація дистанційного навчання з використанням онлайн-дошок) та відпочинку.",3,Neutral,Positive,Neutral
"В цілому непоганий, але кріплення замків і петель не для такої потужної ручки. Не продумано. Посилка прийшла швидко і якісно упакована. Дякую Розетці.",3,Neutral,Mixed,Neutral
"Замовляли це масло в мотор після капіталки (ВАЗ-2103), потемніло вже після 1000 км. Крім того, упаковка товару нікудишня, була надірвана фольга та пломба, коробка виявилася вся в цьому ж маслі.",2,Negative,Negative,Negative
"раз на рік купую дитині ці навушники. Так, як їх закручують вузлами - не кожні витримають
",5,Positive,Neutral,Positive
"Через тиждень почалися проблем з кнопкою , не перемикались треки , не відповідало на дзвінок . А вже до 1го місяця використання просто почали глючити .... Вимикання музики , відконечування",1,Negative,Negative,Negative
"на цю стрічку у ванній кімнаті приклеїв стерилізатор для зубних щіток, через тиждень все відвалилось ...Добре хоч щітки цілі залишились...
",1,Negative,Negative,Negative
"Який клас енергозбереження? Порадьте економну духовку, оскільки на квартиру роздається 5.5 квт на все. Дякую.",4,Positive,Positive,Positive
"зазвичай беремо для мами L (TENA або SENI), тому без вагань замовила аж 3 упаковки (була акційна ціна), але ... облом. виявилися малі",3,Neutral,Negative,Neutral
"Купив перший раз все супер! Потрібно було ще один, в другому вже не працює переключатель режимів. ФЕН НЕ ВИКЛЮЧАЄТЬСЯ, тільки вимикання з мережі живлення
",3,Neutral,Negative,Negative
"В порівнянні з револьвером цієї ж фірми постріл досить слабкий. Постійно застрягає патрон. Стріляти потрібно з ""бубном"" тому що постріл буде зовсім слабким
",3,Neutral,Negative,Negative
Через 5 місяців перестав працювати!сигнал є відміний а роздавати нехоче .при всіх поділках роздає 100 120кб і менше !скидання до заводських настройок через reset ніякого результату недає! ГАРАНТІЯ НЕЗАПОВНЕНА!,1,Negative,Negative,Negative
"Купляли цей попкорн навесні, було дуже смачно.
Купили тиждень тому - і повне розчарування.
Пересолений та багато мотлоху.
Більше купляти не будемо.
",2,Negative,Negative,Negative
"Вау ефект, я скуштував його і це просто бомба, суперово розчиняється, склад хороший, смак відповідає, прийшов швидко і якісний дуже, термін придатності хороший.
",5,Positive,Positive,Positive
"#розпакуваннядіти
Багато кольорів,легкі аромати, можна малювати тонкі лінії та зафарбувати широкими. Гарний подарунок для маленьких творців!
",4,Positive,Positive,Positive
"Кабель працює, флешку телефон бачить. Роз'єми при цьому дуже жорсткі - для підключення/відключення що флешки, що телефона потрібно прикладати значні зусилля.
",3,Neutral,Negative,Neutral
"Не підійшов по висоті зливної труби. Довелось підставляти кахлі, щоб вирівняти висоту. Але, думаю, це проблема не лише цієї моделі і виробника.
",5,Positive,Negative,Negative
"Купили по акції і купились на crema , висновки:пінка не дуже зразу осідає,і смак в порівнянні з іншими ambassador для мене ця найгірша
",3,Neutral,Negative,Negative
"немає змоги користуватися бо брався для моста, щоб покращити сигнал, але цієї функції у нього немає.
",3,Neutral,Negative,Negative
"Дуже дивно що довго заряд не трима як написано. І не сказано скільки часу і від чого краще заряджати їх
",3,Neutral,Negative,Negative
"Все працює супер. Світиться класно. Про те, що пишуть що мишка світиться при виключеному ноутбуці неправда, все виключажться разом з ноутбуком.
",5,Positive,Negative,Positive
"Брав на роботу для магазину комп'ютер, але виявилось що на нього неможливо поставити ОС Windows XP. Будьте обережні...
",3,Neutral,Negative,Neutral
"Все як по нотам, бистріше доставка, проста установка, працює як і очікувалось. Гарантія 3 роки. Замовляв для ноутбука Lenovo g580",5,Positive,Positive,Positive
"Я розчарована. На фотографії був зовсім інший колір, а на справі він персиковий. Більше не буду замовляти.
",1,Negative,Negative,Negative
"Будь ласка не вводіть покупців в оману, на версії прошивки 1.5.1 у всьому європейському регіоні функція круїз контролю не доступна
скоріш за все це стосується всіх самокатів найнбот :)",2,Negative,Negative,Negative
"Супер, тепер старенький Samsung став смарт тв) багато від неї не чекайте, але ютуб і мегого працює нормально
",5,Positive,Neutral,Positive
"Перестала працювати вже через місяць. Шукаю на ютубі як вирішити цю проблему,але нічого не допомогло.
",1,Negative,Negative,Negative
"Повністю задоволена якістю та роботою товару!
відпарює гарно - як для ручного відпарювача.
Навіть з проблемами світла - точка видачі Розетки працювала - і швидко видали замовлення.
",5,Positive,Positive,Positive
"До жалюзей претензій не має, але краще купувати алюмінієві вони не просвічуються а пластмаса просвічуються і вся кімната такого кольору як і жалюзі.
",5,Positive,Neutral,Positive
"При збиванні протеїну утворюється занадто багато бульбашок, і він збільшується вдвічі від свого об’єму. Загалом, відбувається щось незрозуміле під час збовтування протеїну в шейкері.",2,Negative,Negative,Negative
"Неадекватні нечитабельні показники пульс взагалі неадекват, сатурація в одному положенні можна розгледіти тільки першу цифру тобто 9 друга просто світиться вся",1,Negative,Negative,Negative
"Печатає швидко. Але етикетка Тама 58*30 постійно відклеюється всередині чим блокує подачу і треба перемотувати вручну, можливо треба меншу етикетку.",2,Negative,Neutral,Neutral
"Wi-Fi працює добре, по мережі інтернет не роздає. До цього старий роутер роздавав по дротової мережі добре
",2,Negative,Negative,Negative
"Хочу купити саме тут. Уже натиснув кнопку, щоб бути в курсі коли з'явиться. Проте все ж хочеться знати, коли саме...
",5,Positive,Neutral,Neutral
"Масло середньої якості.. моєму двигуну не сподобалось (гриміли фазорегулятори та інші дивні звуки при запуску двигуна). Залив масло іншого бренду - проблема практично пройшла.
",3,Neutral,Negative,Negative
"Покупкою незадтволена.Кактус не танцює.Тільки співає пісеньки.Жахливої якості.Замовила дитині на Миколая,а він виявився поломаний.Дармо витрачені кошти.
",1,Negative,Negative,Negative
"При поломці пістолету вийшла помилка, Розетки поклали інший гарантійний від іншого пістолету і в результаті неможливо було відремонтувати пристрій
",1,Negative,Negative,Negative
"З двох замовлених пляшок, одна прийшла розбита. Скарга написана, але час і нерви вже втрачені. Тим більше, що розбита теж була оплачена. Надіюсь, повернуть кошти, або вишлють нову повторно. ",3,Neutral,Negative,Negative
"Іноді ці навушники живуть своїм життям - ставлять музику на паузу по своїй волі,самовільно відключаються
",3,Neutral,Negative,Negative
"якщо чесно то дуже спорний варіант бо і комплект не повний так і вага цієї миші дозволяє використовувати її як зброю.
",3,Neutral,Negative,Negative
"Хороші олівці, м'які і не блищать на папері. Магазин чудовий — уточнили деталі і відправили товар швидко, незважаючи на святкові дні. Дуже миле пакування з побажаннями.
",5,Positive,Positive,Positive
Машинка дійсно класна працює без перебоїв! За 4-години безперервної роботи майже не нагрілась! Шкода що комплектація мала.,5,Positive,Positive,Positive
"Чудова піч, меню звісно складнше ніж в простіших моделях з ""крутилками"" але є інструкція і кожен хто вміє читати навчиться нею користуватись )) ",5,Positive,Positive,Positive
"Наволочки:білі з часом покриття скручується.Розлито було сік червоний,пятно залишилось.
Не приємно на самій наволочці спати.Хрустить.
Х.б і ця це два різних відчуття.
",3,Neutral,Negative,Negative
"Чудовий універсальний кабель, можна зарядити практично що завгодно від чого завгодно. Проте перехідника lighning вистачило лише на три місяці, зовсім перестав заряджати. За три місяці ставлю три зірки…
",3,Neutral,Negative,Negative
"Нажаль забрав товар пошкоджений... не перевірив в точці видачі товару.
А вже вдома таке помітив.
Самі навушники нормальні.
",2,Negative,Negative,Negative
"Довго чекала можливості обновити плитку і задоволена. Порівняно зі старою небо і земля. Не віриться що все так гарно і легко працює
",5,Positive,Positive,Positive
"Чудовий пристрій, користуюсь, уже декілька місцяів, все влаштовує, не гріється.... працює на свої гроші, на відмінно, але маленька проблема, не сильно добре тримається в гнізді прикурувача....на великих ямах, вилітає)
",5,Positive,Negative,Neutral
"Згоріла (буквально) через 2 роки користування. Спочатку іскрило в середині, а потім полум'я вспихнуло! Думав що на більше років вистачить.",2,Negative,Negative,Negative
"Після першого використання ніж почав прокручуватися на шнеку, і це при тому що я молов відварене м'ясо, написав листа через офіційний сайт Rotex і вже майже місяць немає відповіді
",3,Neutral,Negative,Negative
"Сильно виражений вівсяний смак. Більше не замовлю, адже смак кави взагалі не відчувається з цим молоком. Найкращі в лінійці - кокосове та мигдальне.
",2,Negative,Negative,Negative
Раджу купувати всім у кого є потреба у використанні саме Canon PG-510Bk/CL-511 Multi Pack. Приємне враження!!!,4,Positive,Positive,Positive
"Відразу після покупки все чудово підключилося, але вже на настуний раз коли дістала їх, виникла проблема, наушники одночасно не працюють, працює або один, або другий? В чому може бути проблема?
",2,Negative,Negative,Negative
"не сподобалося. краще вже gimoka. варю в гейзерній кавоварці - від звареної кави враження таке, що вона розбавлена водою.
",2,Negative,Negative,Negative
Наш Нафаня працює на 5 . Це спасіння коли банда тварин по дому гуляє. Запрограмували і все працює чітко і якісно. Всі довольні і ти займаєшся спокійно іншими справами.,5,Positive,Positive,Positive
"Добрий день. Придбав ваш кабель. Скиньте, будь ласка, на пошту файли, котрі є на диску з кабелем.
",5,Positive,Neutral,Neutral
"Подарувала своєму хлопцю на новий рік, поки мінусів не виявили, йому подобається , зручно , що довжина регулюється коліщатком і не потрібно міняти насадки. За свою ціну
",5,Positive,Positive,Positive
"За трохи більші гроші можна знайти набагато мелодійний смак, просто звичайна кава, без особливого присмаку
",3,Neutral,Neutral,Neutral
"В каші виходить термін придатності. Жити їй залишилось місяць. Про таке треба попереджати. Розетка вам величезний мінус. Неочікувала від вас такого.
",1,Negative,Negative,Negative
"Розчарована. Гель збивається, ще й протікає на дитині 6 кг за 3 год використання, хоч повний і не був.",3,Neutral,Negative,Negative
"Спробувала каву з цим молоком в кав'ярні, кажучи було чудове. Додавати його в домашню каву, приготовані не в кавоварці, нажаль, виявилось поганою ідеєю
",3,Neutral,Negative,Negative
