,review,rating,entity_name,dataset_name,review_translate_sentences,review_translate_sentences_tokens,review_translate_sentences_pos,review_translate_sentences_lemma,is_question,sentiment,review_length
89,"Олію вживати неможливо,хімічний запах і смак...П'ять літрів бутль непридатний до вживання....До цього брала літрові дві пляшки,була добра...
",1.0,olio-dante-8033576195605,rozetka,"['Олію вживати неможливо , хімічний запах і смак .', "". . П'ять літрів бутль непридатний до вживання . . . . До цього брала літрові дві пляшки , була добра . . .""]","[['Олію', 'вживати', 'неможливо', ',', 'хімічний', 'запах', 'і', 'смак', '.'], ['.', '.', ""П'ять"", 'літрів', 'бутль', 'непридатний', 'до', 'вживання', '.', '.', '.', '.', 'До', 'цього', 'брала', 'літрові', 'дві', 'пляшки', ',', 'була', 'добра', '.', '.', '.']]","[['NOUN', 'VERB', 'ADVB', 'PNCT', 'ADJF', 'NOUN', 'CONJ', 'NOUN', 'PNCT'], ['PNCT', 'PNCT', 'NUMR', 'NOUN', 'NOUN', 'ADJF', 'NOUN', 'NOUN', 'PNCT', 'PNCT', 'PNCT', 'PNCT', 'NOUN', 'NPRO', 'VERB', 'ADJF', 'NUMR', 'NOUN', 'PNCT', 'ADJF', 'NOUN', 'PNCT', 'PNCT', 'PNCT']]","[['олія', 'вживати', 'неможливо', ',', 'хімічний', 'запах', 'і', 'смак', '.'], ['.', '.', ""п'ять"", 'літр', 'бутль', 'непридатний', 'до', 'вживання', '.', '.', '.', '.', 'до', 'цей', 'брати', 'літровий', 'два', 'пляшка', ',', 'булий', 'добра', '.', '.', '.']]","[False, False]",Negative,17
90,"Мозаіка хорошої якості. Але не було однієї картки з пінгвіном. До мене слідів відкриття упаковки не помітила
",3.0,vladi_toys_4820195057179,rozetka,"['Мозаіка хорошої якості .', 'Але не було однієї картки з пінгвіном .', 'До мене слідів відкриття упаковки не помітила']","[['Мозаіка', 'хорошої', 'якості', '.'], ['Але', 'не', 'було', 'однієї', 'картки', 'з', 'пінгвіном', '.'], ['До', 'мене', 'слідів', 'відкриття', 'упаковки', 'не', 'помітила']]","[['NOUN', 'ADJF', 'NOUN', 'PNCT'], ['CONJ', 'PRCL', 'VERB', 'NPRO', 'NOUN', 'PREP', 'NOUN', 'PNCT'], ['NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PRCL', 'VERB']]","[['мозаіка', 'хороший', 'якість', '.'], ['але', 'не', 'бути', 'один', 'картка', 'з', 'пінгвін', '.'], ['до', 'мен', 'слід', 'відкриття', 'упаковка', 'не', 'помітити']]","[False, False, False]",Neutral,17
91,"Коврик норм , но вонючий , після роботи воняє китайской резиной ще й рука )
",3.0,gembird_mp_s_g,rozetka,"['Коврик норм , но вонючий , після роботи воняє китайской резиной ще й рука )']","[['Коврик', 'норм', ',', 'но', 'вонючий', ',', 'після', 'роботи', 'воняє', 'китайской', 'резиной', 'ще', 'й', 'рука', ')']]","[['NOUN', 'NOUN', 'PNCT', 'INTJ', 'ADJF', 'PNCT', 'ADVB', 'NOUN', 'VERB', 'VERB', 'NOUN', 'PRCL', 'CONJ', 'NOUN', 'PNCT']]","[['коврик', 'норма', ',', 'но', 'вонючий', ',', 'після', 'робот', 'воняти', 'китайскоїти', 'резиной', 'ще', 'й', 'рука', ')']]",[False],Neutral,15
92,"Відразу розраховуйте що тут немає мірної ложки і хочаб пробних фільтрів для приготування. Їх немає зовсім, то відразу купуйте фільтр #4
",3.0,tefal_cm1218de,rozetka,"['Відразу розраховуйте що тут немає мірної ложки і хочаб пробних фільтрів для приготування .', 'Їх немає зовсім , то відразу купуйте фільтр # 4']","[['Відразу', 'розраховуйте', 'що', 'тут', 'немає', 'мірної', 'ложки', 'і', 'хочаб', 'пробних', 'фільтрів', 'для', 'приготування', '.'], ['Їх', 'немає', 'зовсім', ',', 'то', 'відразу', 'купуйте', 'фільтр', '#', '4']]","[['NOUN', 'VERB', 'CONJ', 'NPRO', 'PRED', 'ADJF', 'NOUN', 'CONJ', 'NOUN', 'ADJF', 'NOUN', 'PREP', 'NOUN', 'PNCT'], ['NPRO', 'PRED', 'ADVB', 'PNCT', 'CONJ', 'NOUN', 'VERB', 'NOUN', 'PNCT', 'NUMB']]","[['відраза', 'розраховувати', 'що', 'тут', 'немає', 'мірний', 'ложка', 'і', 'хочаб', 'пробний', 'фільтр', 'для', 'приготування', '.'], ['вони', 'немає', 'зовсім', ',', 'то', 'відраза', 'купувати', 'фільтр', '#', '4']]","[False, False]",Neutral,21
93,"В целом неплохой, но крепление замков и петель не для такой мощной ручки. Не продумано. Посылка пришла быстро и качественно упакована. Спасибо розетке.",3.0,neo_tools_84_105,rozetka,"['В целом неплохой , но крепление замков и петель не для такой мощной ручки .', 'Не продумано .', 'Посылка пришла быстро и качественно упакована .', 'Спасибо розетке .']","[['В', 'целом', 'неплохой', ',', 'но', 'крепление', 'замков', 'и', 'петель', 'не', 'для', 'такой', 'мощной', 'ручки', '.'], ['Не', 'продумано', '.'], ['Посылка', 'пришла', 'быстро', 'и', 'качественно', 'упакована', '.'], ['Спасибо', 'розетке', '.']]","[['PREP', 'NOUN', 'VERB', 'PNCT', 'INTJ', 'ADJF', 'NOUN', 'UNKN', 'NOUN', 'PRCL', 'PREP', 'NOUN', 'NOUN', 'NOUN', 'PNCT'], ['PRCL', 'VERB', 'PNCT'], ['NOUN', 'ADJF', 'NOUN', 'UNKN', 'ADVB', 'ADJF', 'PNCT'], ['NOUN', 'ADJF', 'PNCT']]","[['в', 'целом', 'неплохоїти', ',', 'но', 'креплениий', 'замков', 'и', 'петля', 'не', 'для', 'такой', 'мощной', 'ручка', '.'], ['не', 'продумати', '.'], ['посылка', 'пришлий', 'быстра', 'и', 'качественно', 'упакований', '.'], ['спасиба', 'розеткий', '.']]","[False, False, False, False]",Neutral,23
94,"Довго чекала можливості обновити плитку і задоволена. Порівняно зі старою небо і земля. Не віриться що все так гарно і легко працює
",5.0,greta_1470-00-07aa_w,rozetka,"['Довго чекала можливості обновити плитку і задоволена .', 'Порівняно зі старою небо і земля .', 'Не віриться що все так гарно і легко працює']","[['Довго', 'чекала', 'можливості', 'обновити', 'плитку', 'і', 'задоволена', '.'], ['Порівняно', 'зі', 'старою', 'небо', 'і', 'земля', '.'], ['Не', 'віриться', 'що', 'все', 'так', 'гарно', 'і', 'легко', 'працює']]","[['ADVB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'CONJ', 'ADJF', 'PNCT'], ['VERB', 'PREP', 'ADJF', 'NOUN', 'CONJ', 'NOUN', 'PNCT'], ['PRCL', 'VERB', 'CONJ', 'NPRO', 'PRCL', 'ADVB', 'CONJ', 'ADVB', 'VERB']]","[['довго', 'чекати', 'можливість', 'обновити', 'плитка', 'і', 'задоволений', '.'], ['порівняти', 'зі', 'старий', 'небо', 'і', 'земля', '.'], ['не', 'віритися', 'що', 'весь', 'так', 'гарно', 'і', 'легко', 'працювати']]","[False, False, False]",Positive,22
95,"Замовив цей девайс, добре, що у точці доставки розетки вирішив перевірити, на жаль не включився, і було зламане колесо регулювання.
",1.0,promate_airbase_1_black,rozetka,"['Замовив цей девайс , добре , що у точці доставки розетки вирішив перевірити , на жаль не включився , і було зламане колесо регулювання .']","[['Замовив', 'цей', 'девайс', ',', 'добре', ',', 'що', 'у', 'точці', 'доставки', 'розетки', 'вирішив', 'перевірити', ',', 'на', 'жаль', 'не', 'включився', ',', 'і', 'було', 'зламане', 'колесо', 'регулювання', '.']]","[['VERB', 'NPRO', 'NOUN', 'PNCT', 'ADVB', 'PNCT', 'CONJ', 'PREP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PNCT', 'INTJ', 'NOUN', 'PRCL', 'VERB', 'PNCT', 'CONJ', 'VERB', 'ADJF', 'NOUN', 'NOUN', 'PNCT']]","[['замовити', 'цей', 'девайс', ',', 'добре', ',', 'що', 'у', 'точка', 'доставка', 'розетка', 'вирішити', 'перевірити', ',', 'на', 'жаль', 'не', 'включитися', ',', 'і', 'бути', 'зламаний', 'колесо', 'регулювання', '.']]",[False],Negative,20
96,"Вчора тільки отримали годинник. Неможемо знайти функцію прослушка.В характеристиках вказано.
І дуже поганий звук по відеозв'язку, в чому може бути причина?
",3.0,detskie-umnye-smart-casy-baby-smart-watch-df39z-original-s-videozvonkom-4g-ogos-market,rozetka,"['Вчора тільки отримали годинник .', 'Неможемо знайти функцію прослушка .', 'В характеристиках вказано .', ""І дуже поганий звук по відеозв'язку , в чому може бути причина ?""]","[['Вчора', 'тільки', 'отримали', 'годинник', '.'], ['Неможемо', 'знайти', 'функцію', 'прослушка', '.'], ['В', 'характеристиках', 'вказано', '.'], ['І', 'дуже', 'поганий', 'звук', 'по', ""відеозв'язку"", ',', 'в', 'чому', 'може', 'бути', 'причина', '?']]","[['ADVB', 'PRCL', 'VERB', 'NOUN', 'PNCT'], ['VERB', 'VERB', 'NOUN', 'NOUN', 'PNCT'], ['PREP', 'NOUN', 'VERB', 'PNCT'], ['CONJ', 'ADVB', 'ADJF', 'NOUN', 'PREP', 'NOUN', 'PNCT', 'PREP', 'NOUN', 'Prnt', 'NOUN', 'NOUN', 'PNCT']]","[['вчора', 'тільки', 'отримати', 'годинник', '.'], ['немогти', 'знайти', 'функція', 'прослушко', '.'], ['в', 'характеристика', 'вказати', '.'], ['і', 'дуже', 'поганий', 'звук', 'по', ""відеозв'язок"", ',', 'в', 'чома', 'може', 'бута', 'причина', '?']]","[False, False, False, False]",Neutral,21
97,"Замовляли це масло в мотор після капіталки (ВАЗ-2103), потемніло вже після 1000 км. Крім того, упаковка товару нікудишня, була надірвана фольга та пломба, коробка виявилася вся в цьому ж маслі.
",2.0,yuko_4820070242089,rozetka,"['Замовляли це масло в мотор після капіталки ( ВАЗ - 2103 ) , потемніло вже після 1000 км .', 'Крім того , упаковка товару нікудишня , була надірвана фольга та пломба , коробка виявилася вся в цьому ж маслі .']","[['Замовляли', 'це', 'масло', 'в', 'мотор', 'після', 'капіталки', '(', 'ВАЗ', '-', '2103', ')', ',', 'потемніло', 'вже', 'після', '1000', 'км', '.'], ['Крім', 'того', ',', 'упаковка', 'товару', 'нікудишня', ',', 'була', 'надірвана', 'фольга', 'та', 'пломба', ',', 'коробка', 'виявилася', 'вся', 'в', 'цьому', 'ж', 'маслі', '.']]","[['VERB', 'PRCL', 'NOUN', 'PREP', 'NOUN', 'ADVB', 'NOUN', 'PNCT', 'NOUN', 'PNCT', 'NUMB', 'PNCT', 'PNCT', 'VERB', 'ADVB', 'ADVB', 'NUMB', 'NOUN', 'PNCT'], ['PREP', 'NOUN', 'PNCT', 'NOUN', 'NOUN', 'ADJF', 'PNCT', 'ADJF', 'ADJF', 'NOUN', 'CONJ', 'NOUN', 'PNCT', 'NOUN', 'VERB', 'NPRO', 'PREP', 'NPRO', 'CONJ', 'NOUN', 'PNCT']]","[['замовляти', 'це', 'масло', 'в', 'мотор', 'після', 'капіталка', '(', 'ваза', '-', '2103', ')', ',', 'потемніти', 'вже', 'після', '1000', 'км', '.'], ['крім', 'тога', ',', 'упаковка', 'товар', 'нікудишній', ',', 'булий', 'надірваний', 'фольга', 'та', 'пломба', ',', 'коробка', 'виявитися', 'весь', 'в', 'цей', 'ж', 'масло', '.']]","[False, False]",Negative,30
98,"З коробки 2 години пограла і більше не зарядилась. Повернув місяць тому так ніхто і не звязавсься. Гроші не повернули і колонку нову не дали.
",1.0,dreamwave_bubble_pods_pink,rozetka,"['З коробки 2 години пограла і більше не зарядилась .', 'Повернув місяць тому так ніхто і не звязавсься .', 'Гроші не повернули і колонку нову не дали .']","[['З', 'коробки', '2', 'години', 'пограла', 'і', 'більше', 'не', 'зарядилась', '.'], ['Повернув', 'місяць', 'тому', 'так', 'ніхто', 'і', 'не', 'звязавсься', '.'], ['Гроші', 'не', 'повернули', 'і', 'колонку', 'нову', 'не', 'дали', '.']]","[['PREP', 'NOUN', 'NUMB', 'NOUN', 'VERB', 'CONJ', 'ADVB', 'PRCL', 'VERB', 'PNCT'], ['VERB', 'NOUN', 'NOUN', 'PRCL', 'NPRO', 'CONJ', 'PRCL', 'VERB', 'PNCT'], ['NOUN', 'PRCL', 'VERB', 'CONJ', 'NOUN', 'ADJF', 'PRCL', 'VERB', 'PNCT']]","[['з', 'коробка', '2', 'година', 'пограти', 'і', 'більше', 'не', 'зарядитися', '.'], ['повернути', 'місяць', 'том', 'так', 'ніхто', 'і', 'не', 'звязавситися', '.'], ['гріш', 'не', 'повернути', 'і', 'колонка', 'новий', 'не', 'дати', '.']]","[False, False, False]",Negative,25
99,"Неплохой скраб , но за такую цену мог бы быть получше. Чтоб сказать что эффект ВАУ то далеко нет.",3.0,mr_scrubber_4820200230054,rozetka,"['Неплохой скраб , но за такую цену мог бы быть получше .', 'Чтоб сказать что эффект ВАУ то далеко нет .']","[['Неплохой', 'скраб', ',', 'но', 'за', 'такую', 'цену', 'мог', 'бы', 'быть', 'получше', '.'], ['Чтоб', 'сказать', 'что', 'эффект', 'ВАУ', 'то', 'далеко', 'нет', '.']]","[['VERB', 'NOUN', 'PNCT', 'INTJ', 'ADVB', 'VERB', 'NOUN', 'UNKN', 'UNKN', 'VERB', 'UNKN', 'PNCT'], ['NOUN', 'VERB', 'UNKN', 'NOUN', 'UNKN', 'CONJ', 'ADVB', 'UNKN', 'PNCT']]","[['неплохоїти', 'скраб', ',', 'но', 'за', 'такувати', 'цена', 'мог', 'бы', 'быти', 'получше', '.'], ['чтоб', 'сказати', 'что', 'эффект', 'вау', 'то', 'далеко', 'нет', '.']]","[False, False]",Neutral,19
100,"Слабоват. Но взбивает стакан молока. Правда, потом я для взбивания молока приспособила френч пресс. Френч пресс гараздо эффективнее)) зато этим взбивателем удобно взбивать белки в пену.",3.0,clatronic-ms-3089,rozetka,"['Слабоват .', 'Но взбивает стакан молока .', 'Правда , потом я для взбивания молока приспособила френч пресс .', 'Френч пресс гараздо эффективнее ) ) зато этим взбивателем удобно взбивать белки в пену .']","[['Слабоват', '.'], ['Но', 'взбивает', 'стакан', 'молока', '.'], ['Правда', ',', 'потом', 'я', 'для', 'взбивания', 'молока', 'приспособила', 'френч', 'пресс', '.'], ['Френч', 'пресс', 'гараздо', 'эффективнее', ')', ')', 'зато', 'этим', 'взбивателем', 'удобно', 'взбивать', 'белки', 'в', 'пену', '.']]","[['NOUN', 'PNCT'], ['INTJ', 'NOUN', 'NOUN', 'NOUN', 'PNCT'], ['NOUN', 'PNCT', 'NOUN', 'NPRO', 'PREP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PNCT'], ['NOUN', 'NOUN', 'NOUN', 'ADJF', 'PNCT', 'PNCT', 'ADVB', 'ADJF', 'NOUN', 'ADVB', 'VERB', 'NOUN', 'PREP', 'NOUN', 'PNCT']]","[['слабоват', '.'], ['но', 'взбивает', 'стакан', 'молоко', '.'], ['правда', ',', 'піт', 'я', 'для', 'взбивания', 'молоко', 'приспособити', 'френч', 'пресс', '.'], ['френч', 'пресс', 'гаразда', 'эффективнеий', ')', ')', 'зато', 'этий', 'взбиватель', 'удобно', 'взбивати', 'белка', 'в', 'пен', '.']]","[False, False, False, False]",Neutral,26
101,"Хороший перехідник, але прослужив тільки півтора місяця. З кабелем VGA, монітором і відеокартою все впорядку
",2.0,stlab_u_993,rozetka,"['Хороший перехідник , але прослужив тільки півтора місяця .', 'З кабелем VGA , монітором і відеокартою все впорядку']","[['Хороший', 'перехідник', ',', 'але', 'прослужив', 'тільки', 'півтора', 'місяця', '.'], ['З', 'кабелем', 'VGA', ',', 'монітором', 'і', 'відеокартою', 'все', 'впорядку']]","[['ADJF', 'NOUN', 'PNCT', 'CONJ', 'VERB', 'PRCL', 'NUMR', 'NOUN', 'PNCT'], ['PREP', 'NOUN', 'LATN', 'PNCT', 'NOUN', 'CONJ', 'NOUN', 'NPRO', 'NOUN']]","[['хороший', 'перехідник', ',', 'але', 'прослужити', 'тільки', 'півтора', 'місяць', '.'], ['з', 'кабель', 'vga', ',', 'монітор', 'і', 'відеокарта', 'весь', 'впорядок']]","[False, False]",Negative,15
102,"Доброго дня отримав данний перехідник при підключенні зображення на екрані зявилося але кожні 30-40 секунд пропадає сигнал.
",1.0,stlab_u_993,rozetka,['Доброго дня отримав данний перехідник при підключенні зображення на екрані зявилося але кожні 30 - 40 секунд пропадає сигнал .'],"[['Доброго', 'дня', 'отримав', 'данний', 'перехідник', 'при', 'підключенні', 'зображення', 'на', 'екрані', 'зявилося', 'але', 'кожні', '30', '-', '40', 'секунд', 'пропадає', 'сигнал', '.']]","[['ADJF', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'INTJ', 'NOUN', 'VERB', 'CONJ', 'NPRO', 'NUMB', 'PNCT', 'NUMB', 'NOUN', 'VERB', 'NOUN', 'PNCT']]","[['добрий', 'день', 'отримати', 'даннити', 'перехідник', 'перти', 'підключення', 'зображення', 'на', 'екран', 'зявитися', 'але', 'кожний', '30', '-', '40', 'секунда', 'пропадати', 'сигнал', '.']]",[False],Negative,17
103,"Мийку та змішувач доставили вчасно,але гарантійний талон на мийку зовсім не заповнений,а на змішувач взагалі гарантійного талона немає,відсутні також платіжні чеки на ці вироби
",4.0,granado_alanis_gr2701,rozetka,"['Мийку та змішувач доставили вчасно , але гарантійний талон на мийку зовсім не заповнений , а на змішувач взагалі гарантійного талона немає , відсутні також платіжні чеки на ці вироби']","[['Мийку', 'та', 'змішувач', 'доставили', 'вчасно', ',', 'але', 'гарантійний', 'талон', 'на', 'мийку', 'зовсім', 'не', 'заповнений', ',', 'а', 'на', 'змішувач', 'взагалі', 'гарантійного', 'талона', 'немає', ',', 'відсутні', 'також', 'платіжні', 'чеки', 'на', 'ці', 'вироби']]","[['NOUN', 'CONJ', 'NOUN', 'VERB', 'ADVB', 'PNCT', 'CONJ', 'ADJF', 'NOUN', 'INTJ', 'NOUN', 'ADVB', 'PRCL', 'ADJF', 'PNCT', 'CONJ', 'INTJ', 'NOUN', 'ADVB', 'ADJF', 'NOUN', 'PRED', 'PNCT', 'ADJF', 'CONJ', 'ADJF', 'NOUN', 'INTJ', 'NPRO', 'VERB']]","[['мийка', 'та', 'змішувач', 'доставити', 'вчасно', ',', 'але', 'гарантійний', 'талон', 'на', 'мийка', 'зовсім', 'не', 'заповнений', ',', 'а', 'на', 'змішувач', 'взагалі', 'гарантійний', 'талон', 'немає', ',', 'відсутній', 'також', 'платіжний', 'чек', 'на', 'цей', 'виробити']]",[False],Positive,24
104,"Добрий день. Придбав ваш кабель. Скиньте, будь ласка, на пошту файли, котрі є на диску з кабелем.
",5.0,218637937,rozetka,"['Добрий день .', 'Придбав ваш кабель .', 'Скиньте , будь ласка , на пошту файли , котрі є на диску з кабелем .']","[['Добрий', 'день', '.'], ['Придбав', 'ваш', 'кабель', '.'], ['Скиньте', ',', 'будь', 'ласка', ',', 'на', 'пошту', 'файли', ',', 'котрі', 'є', 'на', 'диску', 'з', 'кабелем', '.']]","[['ADJF', 'NOUN', 'PNCT'], ['VERB', 'NPRO', 'NOUN', 'PNCT'], ['VERB', 'PNCT', 'VERB', 'NOUN', 'PNCT', 'INTJ', 'NOUN', 'NOUN', 'PNCT', 'NPRO', 'VERB', 'INTJ', 'NOUN', 'PREP', 'NOUN', 'PNCT']]","[['добрий', 'день', '.'], ['придбати', 'ваш', 'кабель', '.'], ['скинути', ',', 'бути', 'ласка', ',', 'на', 'пошта', 'файл', ',', 'котрий', 'бути', 'на', 'диск', 'з', 'кабель', '.']]","[False, False, False]",Positive,17
105,"повний шлак. взагалі не чистить язик
просто вібрує вам язик і на тому все
чайна ложка куди ефективніше справляється з тою задачею і нічого додаткового купляти не треба
",1.0,56022498,rozetka,"['повний шлак .', 'взагалі не чистить язикпросто вібрує вам язик і на тому всечайна ложка куди ефективніше справляється з тою задачею і нічого додаткового купляти не треба']","[['повний', 'шлак', '.'], ['взагалі', 'не', 'чистить', 'язикпросто', 'вібрує', 'вам', 'язик', 'і', 'на', 'тому', 'всечайна', 'ложка', 'куди', 'ефективніше', 'справляється', 'з', 'тою', 'задачею', 'і', 'нічого', 'додаткового', 'купляти', 'не', 'треба']]","[['ADJF', 'NOUN', 'PNCT'], ['ADVB', 'PRCL', 'VERB', 'ADVB', 'VERB', 'NPRO', 'NOUN', 'CONJ', 'INTJ', 'NOUN', 'ADJF', 'NOUN', 'NPRO', 'ADVB', 'VERB', 'PREP', 'NPRO', 'NOUN', 'CONJ', 'ADVB', 'ADJF', 'VERB', 'PRCL', 'NOUN']]","[['повний', 'шлак', '.'], ['взагалі', 'не', 'чистити', 'язикпросто', 'вібрувати', 'ви', 'язик', 'і', 'на', 'том', 'всечайний', 'ложка', 'куди', 'ефективніше', 'справлятися', 'з', 'той', 'задача', 'і', 'нічого', 'додатковий', 'купляти', 'не', 'треба']]","[False, False]",Negative,28
106,"Купляли цей попкорн навесні, було дуже смачно.
Купили тиждень тому - і повне розчарування.
Пересолений та багато мотлоху.
Більше купляти не будемо.
",2.0,pumpidup_4820223990089,rozetka,"['Купляли цей попкорн навесні , було дуже смачно .', 'Купили тиждень тому - і повне розчарування .', 'Пересолений та багато мотлоху .', 'Більше купляти не будемо .']","[['Купляли', 'цей', 'попкорн', 'навесні', ',', 'було', 'дуже', 'смачно', '.'], ['Купили', 'тиждень', 'тому', '-', 'і', 'повне', 'розчарування', '.'], ['Пересолений', 'та', 'багато', 'мотлоху', '.'], ['Більше', 'купляти', 'не', 'будемо', '.']]","[['VERB', 'NPRO', 'NOUN', 'ADVB', 'PNCT', 'VERB', 'ADVB', 'ADVB', 'PNCT'], ['VERB', 'NOUN', 'NOUN', 'PNCT', 'CONJ', 'NOUN', 'NOUN', 'PNCT'], ['ADJF', 'CONJ', 'ADVB', 'NOUN', 'PNCT'], ['ADVB', 'VERB', 'PRCL', 'VERB', 'PNCT']]","[['купляти', 'цей', 'попкорн', 'навесні', ',', 'бути', 'дуже', 'смачно', '.'], ['купити', 'тиждень', 'том', '-', 'і', 'повня', 'розчарування', '.'], ['пересолений', 'та', 'багато', 'мотлох', '.'], ['більше', 'купляти', 'не', 'бути', '.']]","[False, False, False, False]",Negative,22
107,"Роутер хороший, вайфай тягне через перекриття та товсту стіну.
За 2 місяці користування ніяких проблем.
",5.0,asus_rt_ax58u,rozetka,"['Роутер хороший , вайфай тягне через перекриття та товсту стіну .', 'За 2 місяці користування ніяких проблем .']","[['Роутер', 'хороший', ',', 'вайфай', 'тягне', 'через', 'перекриття', 'та', 'товсту', 'стіну', '.'], ['За', '2', 'місяці', 'користування', 'ніяких', 'проблем', '.']]","[['VERB', 'ADJF', 'PNCT', 'NOUN', 'VERB', 'PREP', 'NOUN', 'CONJ', 'ADJF', 'NOUN', 'PNCT'], ['ADVB', 'NUMB', 'NOUN', 'NOUN', 'NPRO', 'NOUN', 'PNCT']]","[['роутерти', 'хороший', ',', 'вайфай', 'тягнути', 'через', 'перекриття', 'та', 'товстий', 'стіна', '.'], ['за', '2', 'місяць', 'користування', 'ніякий', 'проблема', '.']]","[False, False]",Positive,15
108,"Хороші олівці, м'які і не блищать на папері. Магазин чудовий — уточнили деталі і відправили товар швидко, незважаючи на святкові дні. Дуже миле пакування з побажаннями.
",5.0,231703441,rozetka,"[""Хороші олівці , м'які і не блищать на папері ."", 'Магазин чудовий — уточнили деталі і відправили товар швидко , незважаючи на святкові дні .', 'Дуже миле пакування з побажаннями .']","[['Хороші', 'олівці', ',', ""м'які"", 'і', 'не', 'блищать', 'на', 'папері', '.'], ['Магазин', 'чудовий', '—', 'уточнили', 'деталі', 'і', 'відправили', 'товар', 'швидко', ',', 'незважаючи', 'на', 'святкові', 'дні', '.'], ['Дуже', 'миле', 'пакування', 'з', 'побажаннями', '.']]","[['ADJF', 'NOUN', 'PNCT', 'ADJF', 'CONJ', 'PRCL', 'VERB', 'INTJ', 'NOUN', 'PNCT'], ['NOUN', 'ADJF', 'PNCT', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'ADVB', 'PNCT', 'PREP', 'INTJ', 'ADJF', 'NOUN', 'PNCT'], ['ADVB', 'NOUN', 'NOUN', 'PREP', 'NOUN', 'PNCT']]","[['хороший', 'олівець', ',', ""м'який"", 'і', 'не', 'блищати', 'на', 'папір', '.'], ['магазин', 'чудовий', '—', 'уточнити', 'деталь', 'і', 'відправити', 'товар', 'швидко', ',', 'незважаючи', 'на', 'святковий', 'дно', '.'], ['дуже', 'миля', 'пакування', 'з', 'побажання', '.']]","[False, False, False]",Positive,26
109,"гарний корпус ,добре продуваеться, влазять всі кулера
Щоб передня кришка легче знімалась треба змастити салидолом затискачі,тоді взагалі легко знімаеться
",5.0,be_quiet_bgw37,rozetka,"['гарний корпус , добре продуваеться , влазять всі кулераЩоб передня кришка легче знімалась треба змастити салидолом затискачі , тоді взагалі легко знімаеться']","[['гарний', 'корпус', ',', 'добре', 'продуваеться', ',', 'влазять', 'всі', 'кулераЩоб', 'передня', 'кришка', 'легче', 'знімалась', 'треба', 'змастити', 'салидолом', 'затискачі', ',', 'тоді', 'взагалі', 'легко', 'знімаеться']]","[['ADJF', 'NOUN', 'PNCT', 'ADVB', 'VERB', 'PNCT', 'VERB', 'NPRO', 'NOUN', 'ADJF', 'NOUN', 'ADJF', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PNCT', 'NPRO', 'ADVB', 'ADVB', 'VERB']]","[['гарний', 'корпус', ',', 'добре', 'продуваутися', ',', 'влазити', 'весь', 'кулеращоб', 'передній', 'кришка', 'легчий', 'зніматися', 'треба', 'змастити', 'салидол', 'затискач', ',', 'тоді', 'взагалі', 'легко', 'знімаутися']]",[False],Positive,19
110,"Підходить не до всіх типів шкіри, ролик не прокручується, потрібно допомагати руками ( відповідно забруднюється ). Брак серйозний !!!
",1.0,biokon_4820008318442,rozetka,"['Підходить не до всіх типів шкіри , ролик не прокручується , потрібно допомагати руками ( відповідно забруднюється ) .', 'Брак серйозний ! !', '!']","[['Підходить', 'не', 'до', 'всіх', 'типів', 'шкіри', ',', 'ролик', 'не', 'прокручується', ',', 'потрібно', 'допомагати', 'руками', '(', 'відповідно', 'забруднюється', ')', '.'], ['Брак', 'серйозний', '!', '!'], ['!']]","[['VERB', 'PRCL', 'NOUN', 'NPRO', 'NOUN', 'NOUN', 'PNCT', 'NOUN', 'PRCL', 'VERB', 'PNCT', 'ADVB', 'VERB', 'NOUN', 'PNCT', 'ADVB', 'VERB', 'PNCT', 'PNCT'], ['NOUN', 'ADJF', 'PNCT', 'PNCT'], ['PNCT']]","[['підходити', 'не', 'до', 'весь', 'тип', 'шкіра', ',', 'ролик', 'не', 'прокручуватися', ',', 'потрібно', 'допомагати', 'рука', '(', 'відповідно', 'забруднюватися', ')', '.'], ['брак', 'серйозний', '!', '!'], ['!']]","[False, False, False]",Negative,19
