,review,rating,sentiment,sentiment_ai,sentiment_final
334,"Доброго дня, драйвери на диску не встановлюються! Надішліть будь ласка на пошту робочий софт для кабелю! Авто vw mk4 2001 дякую",3,Neutral,Negative,Negative
335,"Якісний та недорогий продукт. Волосся дійсно почало швидше рости, має більш здоровий вигляд і навіть стало трішки густішим.
",5,Positive,Positive,Positive
336,"Клавіатура чудова, дуже якісна механіка. Приємна підсвітка.
Але я дуже розчарований відсутністю оголошеного подарунку у вигляді маніпулятора.
",2,Negative,Negative,Negative
337,"Кар'єр доставив не перша покупка тут на розетці тому зразу витягнув і став вмонтовувати у мебель, коли усе було готове хотів включити і не працює. Коди звертатися?
",1,Negative,Negative,Negative
338,"Мангал доброї якості, але нажаль не всі дірки буди прорізані. Тепер буду думати як їх просверлити.
",3,Neutral,Negative,Neutral
339,"Придбали ці підгузки, на заміну дорожчих, думали перейдемо на них. Підгузки якісно зроблені, розмір відповідає заявленому, але нашому малюку вони не підійшли, після використання з'являються почервоніння в області паху.
",3,Neutral,Negative,Neutral
340,"Пропрацював рівно день і здох, підозрюю що через адаптер живлення він у мене 65w а на одному з фото пише що максимум 60, але до того працював добре",3,Neutral,Negative,Negative
341,"велике дякую! Швидко передзвонили, гарно проконсультували, швидко відправили. Ще й знизку зробили! Все підійшло! Якість наколінника хороша, ціна - дуже приемна. ",5,Positive,Positive,Positive
342,"Пластик не дуже хорошої якості, але найбільше здивувала металева труба, яка тримає вентилятор. Труба гнеться як папір, надійно закріпити вентилятор майже неможливо
",3,Neutral,Negative,Negative
343,"Багато всього, а толку немає. Викрутки одноразові. М'який метал. Краще докласти і купити щось нормальне.
",2,Negative,Negative,Negative
344,"Гарна подарункова коробка) Люблю трав'яніий збір, тож мені є чим смакувати. А решта... квіточки, шипшина, плоди.... шось не дуже.
Але чашка наче не фарбується, тож думаю, натуральні барвники
",3,Neutral,Neutral,Neutral
345,"На вигляд добрі резинки. Це вже п'яті у мене, попередні всі порвалися. Ці наче краще, подивимося. Дуже швидко відправили, приємно
",5,Positive,Positive,Positive
346,"Чудова якість і кольори. Пластилін дуже пластичний, не маже тьмі, не ламається, добре ліпить я. Дочці надзвичайно сподобалося.
",5,Positive,Positive,Positive
347,Товар дуже не якісний з 50 дисків жодного не вдалось записати нормально. Не рекомендую цей товар,1,Negative,Negative,Negative
348,"Роутер хороший, вайфай тягне через перекриття та товсту стіну.
За 2 місяці користування ніяких проблем.",5,Positive,Positive,Positive
349,"Допоможіть вирішити проблему, після заміни голки (зігнулася), почала пропускати строчки, а потім взагалі нашивати на нижній строчці цілу кучу ниток, як видно на фото.
",3,Neutral,Negative,Negative
350,"Після покупки виявилося,що маска була бракована.
Не можливо одразу виявити,що вона несправна.
Гроші на вітер.
Купуючи маску це купити кота у мішку…((((((
",1,Negative,Negative,Negative
351,Через 10 днів лівий навушник почав працювати тихіше щонайменше вдвічі. Прохання повернути гроші за товар або обміняти на новий,3,Neutral,Negative,Negative
352,"Перший раз коли поломались, в сервісному центрі розетки через бій сені відремонтували.
И через пів року знову зломались!!! КАТЕГОРИЧНО НЕ РЕКОМЕНДУЮ
тим паче за таку ціну зараз
",1,Negative,Negative,Negative
353,"Неочікуваний смак - солона карамель, але мені сподобалося. Дуже м'яка карамель, легко мажеться на хліб, на відміну від шоколядної. Одна біда - швидко закінчується.
",5,Positive,Positive,Positive
354,"Купував на подарунок у лютому, політ нормальний до тепер) дружина задоволена навушниками, розряджаються десь за 5 годин безперервного прослуховування",5,Positive,Positive,Positive
355,"Не рекомендую купляти, китайське барахло, гроші викинуті на вітер. Намагався відремонтувати, в майстерні відповіли ,що таке не можливо відремонувати ні
налаштувати.
",1,Negative,Negative,Negative
356,"Як на мене нормальний інструмент, для дому те, що потрібно. Шкода, що настадок в комплекті не має.
",4,Positive,Neutral,Positive
357,"Замовив дану модель але надіслали не таку як на зображенні, а модель яка на сайті Розетки на 5 грн дешевша. Велике дякую. Перевіряйте, що Вам надсилають",3,Neutral,Negative,Negative
358,"На фото стара версія. Отримала нову ""воздушный объем"". Мені не подобається її сильний аромат. А так пудра норм. ",3,Neutral,Negative,Negative
359,"чим ближче стоїть до стіни чи стелі, тим менші та чіткіші зірочки
ставимо по серед кімнати, щоб охопити більшу площу, дітям подобається коли воно ще й крутиться
",5,Positive,Positive,Positive
360,"Купив пройшов тиждень і shift з пробілом зависає, натискається через раз або дуже важко. Повернути вже не можу 14 днів пройшло.",2,Negative,Negative,Negative
361,"Продавець зв'язався практично одразу після замовлення, набір було надіслано вчасно. Якістю товору дуже задоволена. Рекомендую до придбання!
",5,Positive,Positive,Positive
362,Поставила у ванній кімнаті з 6 паличками. Запах зовсім трошки відчувається хотілося щоб був запах більш виразним,2,Negative,Negative,Negative
363,"Lenovo ideapad 100-15IBD біос не бачить жорсткого диска, при перемиканні повзунка на кармані нічого не змінюеться. Порекомендуйте карман-адаптер для Lenovo ideapad 100-15IBD. Дякую.",2,Negative,Neutral,Negative
364,"по-моєму, краще хоча б одну точку опори зробити добре, ніж дві жахливо.
на ходу регулювати тільки на свій страх і ризик.
",3,Neutral,Negative,Negative
365,"Завжди купую Lovare. Чай дуже смачний, давно хотіла таку чашку. Низька ціна за набір, що радує. Рекомендую.
",5,Positive,Positive,Positive
366,не тримають заряд. жахлива якість. взяв 4 пачки. з них три батарейки одразу мали збільшений супротив і вже не хотіли заряджатись,1,Negative,Negative,Negative
367,"Це скоріше шоколадний десерт, а не шоколад. Інформація для тих, хто слідкує за цукром: тут його занадто багато. Виріб надто приторний.
",3,Neutral,Negative,Negative
368,"Пристрій оснащений контролером британської компанії STRIX™ одного з провідних світових виробників багаторівневих систем елементів безпеки електроприладів Яким би провідним не був той виробник, але не надійний точно
",3,Neutral,Negative,Negative
369,"Гарний звук все було добре , пів року , потім перестав працювати 1 із наушників при тому що вони не падали і не вдарялись",3,Neutral,Negative,Negative
370,Для людей зрістом не більше 155 см. (в мене - 160см і не дуже зручно),4,Positive,Neutral,Neutral
371,"Грали ріно 5 раз в залі, на 6й почав спускати сам по собі, пошкоджень не має. Якось за таку суму, сподівався що він довше протримається.",1,Negative,Neutral,Negative
372,"Яка ціна, така і якість.
Синтетичні аж занадто, швидко ""збиваються"". Можна експлуатувати лише близько двох місяців, максимум.
",2,Negative,Negative,Negative
373,"З вигляду клава чудова. Проте є дуже суттєві недоліки.
Вузькі клавіші.не дуже зручно тримати руку під час ігор. Треба дуже звикати
На лакованих поверхнях клава просто ковзає.
Задротам не рекомендую
",3,Neutral,Negative,Negative
374,"Не виправдав сподівань. . Корпус - прекрасно. Яскраво світить.
50 год. не витримує. Чомусь сам вимикається.",3,Neutral,Negative,Negative
375,"Через певний час, почав несамовито шипіти мікрофон, переустановлював драйвера на самі нові, не допомагало, повернув на обмін, чекаю що буде далі
",3,Neutral,Negative,Negative
376,"Син кладе на кузов подушки і катається по квартирі. І машинка все витримує, пластик ніде не тріснув.
",5,Positive,Positive,Positive
377,"Брав 2 штуки, на сім'ю з 5 чоловік, пів року політ нормальний, заряджаються раз в 3-4 тижні. Функціонал задоволений на всі 100%",5,Positive,Positive,Positive
378,"Бачив цей пульсоксиметр на прийомі в сімейного лікаря і зробив висновок що вибір був правильний. Справді хороший варіант - вимірювання швидкі, без глюків.
#моєрозпакування
",5,Positive,Positive,Positive
379,"Машинка прийшла, за такі гроші, прямо чудова, пере добре, функції також є, дружина задоволена, дякую, рекомендую
",5,Positive,Positive,Positive
380,"Чудовий столик, ідеально підійшов, я задоволений) Ціна взагалі здивувала, дуже приємна) Охолодження мені достатньо) Подуму тепер купити й мамі такий! Розетка на висоті по якісному товару!
",5,Positive,Positive,Positive
381,"Ніби непоганий, але під час легкого нажимання на клавішу ввімкнення, а також під час роботи, чути неприємний писк.
",3,Neutral,Negative,Negative
382,"Сушарка зламалась через три тижні не дуже активного використання.А після гарантійного ремонту знову зламалась буквально за кілька годин роботи.
",2,Negative,Negative,Negative
383,"Одна з улюблених масок для обличчя, яку можна використовувати щоденно, не сушить шкіру, швидко проходять прищі, менше жирніє шкіра.
",5,Positive,Positive,Positive
384,"Вмерла через два місяці... Приймач дуже гріється у будь якому ПК та не детектиться. Пишу на обмін.
",3,Neutral,Negative,Negative
385,"Гріється терка на картоплю тупа. Одним словом не раджу цю модель, якщо брати то потужнішу. ",3,Neutral,Negative,Negative
386,"Прийшло все з царапками дуже багато не глибоких, також є і глибокі царапини невідомого походження, упаковано і доставлено добре. ",2,Negative,Neutral,Negative
387,"Спочатку все було добре, але згодом волосся стало набагато сухішим, неслухняним і у спрея з’явився запах як у дешевого старого мила… ",3,Neutral,Negative,Negative
388,"Читайте склад. Виробник поводиться не порядно. Стевії лише 2,5%!! А він пише великими літерами ""Стевія"". А 97,5% кітайський хімічний шмурдяк.",1,Negative,Negative,Negative
389,"прекрасний чохол, який чудово підійшов на мій ноут toshiba satellite pro c-50-e-11l (~36*24 см). приємний матеріял, зручна защіпка, гарна ціна. загалом — задоволена й думаю, що прослужить досить довго!)",5,Positive,Positive,Positive
390,"Інгалятор включається, працює 3 секунди і потім вимикається. Як поміняти по гарантії або відправити на ремонт? Купувала якраз на випадок відключення електроенергії, а він не працює(( використовувала лише з пульмікортом",3,Neutral,Negative,Negative
391,"Молочко просто чудове. На ROZETKA, мабуть, найнижча ціна. У наших аптеках на 35% дорожче.",5,Positive,Positive,Positive
392,"звичайний робочий сифон, замінив собі на кухні старий, що вийшов з ладу за 15 років роботи",5,Positive,Neutral,Positive
393,"В міру м'яка, але є одне але - ну не 170 вона см. Мій зріст 160, а вона коротша, тому в деяких позах не зручно лежати",3,Neutral,Negative,Negative
394,"Звичайний мінімалістичний зволожувач , без всяких кнопочок , дуже простий у використанні, поки що працює питань немає
",5,Positive,Neutral,Positive
395,"підключався монітор VGA до ПК, перечитавши відгуки, дійсно HDMI не до кінця входить у роз'єм відеокарти, пласкогубцями відігнув метал зверху над роз'ємом і ввійшло до кінця. Запрацювало зразу без проблем
",5,Positive,Positive,Positive
396,"Користуюсь навушниками тиждень. Тихий звук при прослуховуванні чи перегляді . На дзвінок з першої спроби ще не вдалось жодного разу відповісти( трошки підглючують). При розмові мене чують погано ))))
",3,Neutral,Negative,Negative
397,"Смачні, свіжі великі горіхи, нічим не гірші за дорогі упаковки у супермаркетах. Дуже швидко доставили!
",5,Positive,Positive,Positive
398,"Навушники не погані, працювали майже рік але зараз почав погано працювати і мікрофон і ліве вухо.Можливо якось здати по гарантії в ремонт?
",3,Neutral,Negative,Negative
399,"Замовляла #10, сама текстура нормальна-схожа на РубіРоуз. Єдине що насторожує то термін придатності(див фото)- терміново треба вималювати аж 2ві штуки так як мін замовлення було дві штуки",4,Positive,Neutral,Neutral
400,"Запах присутній. Поки залишили вивітрюватися на балконі. Думала, що будуть більшими, треба було уважніше дивитися на вказані розміри.
",4,Positive,Neutral,Neutral
401,"Проблема тонкої обкладинки вирішується цупкою обгорткою або можна накласти ще одну, вже підписану з іншого зошита.
",5,Positive,Neutral,Neutral
402,"Очікував, що користуватимусь вологими серветками. Був дуже радий, що взагалі доставка працює, а тут таке. Маю надію Розетка чи хтось інший повідомить відповідальній особі за замовлення.
",2,Negative,Negative,Negative
403,"Після 7місяців настільки надоїли що постійно пропадав то звук,то з'єднання,що викинув у смітник а говорити у них зовсім неможливо жалкую що придбав.",1,Negative,Negative,Negative
404,"Брав таке раніше, і зараз замовлятиму тут ще собі. Все добре діє. За свою ціну – нормально.",5,Positive,Positive,Positive
405,"Ми з цього пюре розпочали прикорм, дуже гарний склад, консистенція, і якість. Синочок був в захваті.
",5,Positive,Positive,Positive
406,"Коли покупав годинник, був трохи деформований корпус. Але на роботу годинника це суттєво не вливає
",4,Positive,Neutral,Neutral
407,"Звук норм навіть для музики. Не без недоліків! Співрозмовники жаліються на поганий мікрофон. Деколи відвалюється лівий навушник.
",3,Neutral,Negative,Negative
408,"За свої гроші - нормальний варіант. Хоча шар гуми значно поліпшив би зчеплення з підлогою
",3,Neutral,Neutral,Neutral
409,"Не захищає основну камеру на задній панелі телефону, камера виступає назовні з панелі. Буду шукати іншу.
",1,Negative,Negative,Negative
410,"Чудові навушники 12 років служать, міняв амбюшури і паяв дріт. Зимою не використовував(надворі). Нічого не тріщить і не хрипить. Звук досить хороший.",5,Positive,Positive,Positive
411,"заказ прийшов дуже швидко. Ждала з ненерпінням, і розчарувалась... кришка зверху потерта , пакети з комплектуючими розірвані . Неприємно, мягко кажучи ...
",3,Neutral,Negative,Negative
412,"Шумний. реальна ємність акумулятора 1200 через рік використання замінив, боо почав бистро сідати. Біти в наборі в смітник. мвгнито тримач туди ж .",3,Neutral,Negative,Negative
413,"Хороший тренажер. Ручки резинові, зручно тримати. Було б краще зробити ще резинки в отворах чи на ручках, при навантаженні трохи хитаються. Магазин відправив швидко, дякую
",5,Positive,Positive,Positive
414,"Отримав,перевірив на пункті видачі все працювало, в перші хвилини роботи почав збиватися патрон(перестає закручувати саморіз) , думаю це погано працю механізм кнопки переключання скоростей, працює погано перемикач. Не рекомендую
",2,Negative,Negative,Negative
415,"Як на мене, рівень українських бюджетних вин, Болград і тд. В ці гроші можна купити краще.
",3,Neutral,Negative,Negative
416,"Доповню мвій відгук.
Перестав заряджатися лівий навушник.
Відправлю на сервіс і відпишуся наскільки це сервіс якісний.
",2,Negative,Negative,Negative
417,"Дуже хороші пелюшки,гарно впитують і скоро сохнуть,не збиваються в одну сторону,ідеально підходять для малюків. Однозначно рекомендую ! ",5,Positive,Positive,Positive
418,"Коли ввімкнена підсвітка клавіатура фонить, навіть в навушниках чути цей звук, в результаті просто вимикаю підсвітку.
",2,Negative,Neutral,Negative
419,"Дуже смачне, моїй дитині вже 2.3 але я іноді даю такі пюре, коли немає часу готувати або в дорозі",5,Positive,Positive,Positive
420,"Приємний аромат: не різкий, легкий. Як на мене, то це унісекс: інколи сама каристуюся ))). Єдиний мінус (для мене) - нестійкий... Покупкою задоволена але повну версію брати не буду...
",3,Neutral,Positive,Neutral
421,"Купляла в основному щоб був розумний аналіз тіла , а показує тільки вагу і все.
",3,Neutral,Negative,Negative
422,"Мав нагоду купувати схожі теплиці і дуги у них набагато кращої якості. Мені не сподобалось(
",2,Negative,Negative,Negative
423,"Камеру повернула продавцю, бо вона не відповідала очікуваному. Продавець поводив себе дуже поважно, гроші повернули за декілька годин.
",2,Negative,Neutral,Negative
424,"Лобзік гарний на вигляд. Ще не користувалися, але сподіваюсь, що якісний. Продавець швидко зв'язався і відправив оперативно.
",5,Positive,Neutral,Positive
425,"Придбав собі такий у авто, думав що буде кращий але є що є! Очікував кращого!
",3,Neutral,Negative,Neutral
426,"Колір красивий, але сам гель-лак рідкуватий, лягає не дуже гарно. Наносити треба в три слова і сохне погано.
",3,Neutral,Negative,Negative
427,"Візуально подобається, як виглядає. Хід клавіш нормальний. Для мене трохи не вистачає нахилу. Залишив би, якби працювала підсвітка клавіш. Доведеться повертати. ((",3,Neutral,Neutral,Neutral
428,"Більше місяця як не можу нарадуватись! Ідеально затемняють кімнату, захищають від сонця, моють стильний вигляд, якісні. Зі мною швидко зв'язались, уточнили всі деталі, відправили після виготовлення
",5,Positive,Positive,Positive
429,"У мене автомобіль КІА з салону стояв акумулятор виробництва Solite і він пропрацював рівно десять років. Кращої реклами неможливо придумати.
",5,Positive,Positive,Positive
430,"Роутер працює непогано, однак маю неприємний осадок. Блок живлення прийшов з перебитим кабелем. Довелося під'єднувати блок живлення від старого роутера.
Т
",3,Neutral,Negative,Neutral
431,"Попередньо я постирав килим цим засобом, обробив його, а потім ще й спреєм. Через кілька годин після обробки кішка з великим задоволенням накидала на килим і навіть не поморщилася.",1,Negative,Positive,Negative
432,"хороші рукавички, зручні, шкіра в них не пріє, і на мою маленьку руку S якраз.
",5,Positive,Positive,Positive
433,"Завелика вартість навіть при знижці.
Пластик хороший, але мусорний бак відпадає при будь яких маніпуляціях з машиною, а з малечею (около 2р) це кожні 3 секунди",3,Neutral,Negative,Negative
434,"Зручна скринька з ручкою та замочками, великий і при тому компактний набір. Все якісне. Чудовий подарунок.
",5,Positive,Positive,Positive
435,"Поставив драйвера, навушники підключає, звук є, але не працює мікрофон. Пробував і airpods і xiaomi
",2,Negative,Negative,Negative
436,"Не пройшло й півроку, а уже два битих пікселя (на чорному) :\
Не знаю шо з цим робити, без моніка не хочеться сидіти...
",2,Negative,Negative,Negative
437,"Користуюсь таким шлангом вже 3 роки, а вигляд як новий, навіть в жару не потріскався",5,Positive,Positive,Positive
438,"Дуже сподобалася! Мавпочка з брязкальцем, вушка добре шурхотять, гарний розмір, зручно тримати маленькою ручкою.",5,Positive,Positive,Positive
439,Купив шланг поміряв мало бути 22 метри . Їх там немає можливо в натянутому стані і то певно не буде,1,Negative,Negative,Negative
440,"Пластелін дуже легко мнеться,для дитячих ручок саме те що треба. До рук не липне та не красить.
",5,Positive,Positive,Positive
441,"Через 2 тижні щоденного використання (нічого важкого, лише склянка кави 250 мл) кріплення майже перестало триматися на колясці… ослабло.",2,Negative,Negative,Negative
442,"Заказав, прийшли досить швидко. Розпакував і розчарувався після їхнього прослуховування, лівий навушник майже не працює!
",1,Negative,Negative,Negative
443,"Не вартує таких коштів...,не акуратно литий...,з однієї сторони пластмаса жовта...,а як працювати буде,побачимо...,не повертала,бо дома до ока впало,що там брак.
",1,Negative,Negative,Negative
444,"При роботі штроборізом 25% пилу не всмоктує. Під час чищення салону автомобіля, результат половинчастий. Обичний побутовий пилосос вичистив набагато краще.",3,Neutral,Negative,Negative
445,"Купив. Поставив. Через день. Вибиває кнопка захисту (що на фото). Вибиває, коли бойлер не в мережі. Бракований товар….
",1,Negative,Negative,Negative
446,"Коврик норм , но вонючий , після роботи воняє китайской резиной ще й рука )
",3,Neutral,Negative,Negative
447,"Теж проблема з колбою . Тріснула різьба . Підійшла баночка від плину до посуду .
",1,Negative,Neutral,Negative
448,"Упаковані зручно, прошиті норм. Треба розуміти,що не на 20 років служби. За таку ціну - досить впевнений середнячок.",3,Neutral,Neutral,Neutral
449,"Кнопка не механічна а сенсорна. Коли треба не спрацьовує, коли не треба спрацьовує.
Червоний режим тільки блимаючий, постійного немає.
Щоб вимкнути потрібно проклацати всі режими по колу.
",2,Negative,Negative,Negative
450,"Дуже дивно, що на комп""ютері та ноуті вай-фай не виставляється. а на планшеті - є
",2,Negative,Negative,Negative
451,"Поки що тільки одну вкрутив, світить добре але видає не гучний але помітний гул, димер не використовується.
",2,Negative,Neutral,Negative
452,"Тільки купили, встановили і коли включили світло побачили дефекти - оплавлені верхня панель та бічна стінка, явно заводський брак. Не сподівались такаго за цю ціну. Додаю фото.
",2,Negative,Negative,Negative
453,вказано що гігабіт видає вай фай а в реалі тільки 100 мгб обідно навіщо писати таку штуку і що тепер робити а в мене нет 300 мбіт,2,Negative,Negative,Negative
454,"Нажаль приїхала непрацююча. З початком ходьби не запускалась. З хорошого- дякую продавцю за швидке повернення грошей, а працівникам Розетки за якісний сервіс при поверненні товару.
",1,Negative,Neutral,Negative
455,"Хороший тример, стриже добре. Нерве волосся, гостріножі,удобно найбільша насадка має 21мм.
Серед недоліків батареї хватає на 2 максімум стрижки, і коли включена на зарядці то неможна стригти.голосно робить",3,Neutral,Neutral,Neutral
456,"9 місяців роботи без проблем, дуже задоволений!!Дуже зручно, що є дві швидкості)другу використовував тільки для міксера, для самонарезів в дерево хватає першої плавної, користуюсь кожен тиждень!)Задоволений!",5,Positive,Positive,Positive
457,"Придбав на Розетці дану гру в період новорічних знижок по дуже вигідній ціні!!! Дуже задоволений швидкою доставкою та додатковими бонусами. Однозначно рекомендую Розетку, як продавця))
",5,Positive,Positive,Positive
458,"Люблю цю туш,хороша якість. Але запакована вона має бути нормально. До користувача її не мають відкривати. А на ній навіть наклейка не належне,не те,що захисна плівка .
",3,Neutral,Negative,Negative
459,"Оригінал і цим все сказано. Якість,надійність та довговічність (за умови,що ви знаєте як їм користуватись ;) ) ",5,Positive,Positive,Positive
460,"Запис зі швидкістю 5,13 мб/сек. 20 Гб обіцяє записати спершу за декілька хвилин, потім за 1 годину. Швидкість запису постійно знижується. Думав буде краще.",2,Negative,Negative,Negative
461,"Після першої зарядки пристрій не працює. Перезапустити неможливо. Навіть коли від'єднати від зарядного всеодно на дисплеї показує, що ніби-то пристрій заряджається. Прошу замінити пристрій на працюючий, або повернути кошти.
",1,Negative,Negative,Negative
462,"Вважаю ціна не відповідає якості звуку.
Моторолла верв бадс 300 грають краще, звукоізоляція краще, баси теж краще.",3,Neutral,Negative,Neutral
463,"Хоч плита і дсп але вона досить гарно зроблена, всі кути згладжені. Ідеальне співвідношення ціна\якість.
",5,Positive,Positive,Positive
464,"З часом буде видно — а так поки що сказати неможливо — все зроблено з пресованого порошку!!! Називається, як пощастить!",3,Neutral,Negative,Neutral
465,"Кабель підійшов для Amazon fire tv stick 4k, для нього і робилася ця покупка. Якість хороша.",5,Positive,Positive,Positive
466,"Сплатив за товар, доставку та упаковку.
При цьому домовлялися, що я не плачу за упаковку.
",1,Negative,Negative,Negative
467,"Взагалі для такого виробу у нього гарна ціна,простий у користуванні,мобільний. Якби була б трішки довша штанга розприскувача.
",5,Positive,Positive,Positive
468,"Купив собі такий, тому що подібний є в рідних. Чудово прибирає, коври також не проблема)
Заряду вистачвє
",5,Positive,Positive,Positive
469,"Коли купив, встановив на нього віндовс, все почало ввдкриватись та завантажуватись миттєво, але вчора ноутбук просто не увімкнувся.
",2,Negative,Negative,Negative
470,"Чудовий набір якісного, корисного, травянного чаю з різними видами. У складі яких якісні травяні складові. П`ємо всією родиною, рекомендуємо. Упаковано якісно та доставлено швидко.
",5,Positive,Positive,Positive
471,"Почервонінь, висипів від цих підгузників у моєї дитини не було, користуємося ними завжди. Дуже гарно впитують вологу і не збиваються в комки. Приємні на дотик і пахнуть приємно. Я вражена.
",5,Positive,Positive,Positive
472,"Придбала цю лампу в кінці січня. Дуже подобалася, нарікань не було. А сьогодні спробувала увімкнути, а вона не вмикається. Все. Вистачило на 2 місяці",3,Neutral,Negative,Negative
473,"Прилад нормальний, не більше не менше.
Інструкцію складала людина, яка ніколи не користувалася чимось подібним. Призначення насадок вказані невірно)
",3,Neutral,Negative,Negative
474,"Поки працює нормально, хоча один раз заглючив і не починав зволоження бо наче не було достатньо води, після перевстановлення ємності для води почав працювати нормально.
",3,Neutral,Neutral,Neutral
475,"З своїм призначенням справляється, проте однозначно не вартий грошей котрі за нього просять, дуже вже шумить під час роботи... Не рекомендую.
",3,Neutral,Negative,Negative
476,"Підкажіть хто купував. Якщо поставити власну мелодію виклик гарно чути? Бо пробувала в магазині стандартні включати, то не дуже звук наче...
",3,Neutral,Neutral,Neutral
477,"Після 2-х років нечастого використання (1-2 рази на тиждень), згоріла спіраль в 3-х місцях, ремонту не підлягає(( на сервісі кажуть це дуже часта пооблема з фенами Філіпс.",3,Neutral,Negative,Negative
478,"Дезодорант приїхав у відділення без упаковки. Відкритий. Це засіб індивідуальної гігієни й така ситуація не припустима.
",3,Neutral,Negative,Negative
479,"Підходить не до всіх типів шкіри, ролик не прокручується, потрібно допомагати руками ( відповідно забруднюється ). Брак серйозний !!!
",1,Negative,Negative,Negative
480,"Недостатньо інформації про контрольний розчин. Якщо його перевірити на апараті і він показує якусь цифру, то з якою цифрою цей показник порівнювати? Хочеться побачити відповідь.
",3,Neutral,Neutral,Neutral
481,"як встановив, так й не чіпав кабель, працює добре, як з зображення так й зі звуком все добре
",5,Positive,Positive,Positive
482,"Ніяк не дочекаюсь знижки ціна не змінюється!)) тільки та що перекреслена, а так шурик бомба
",5,Positive,Negative,Positive
483,"#Розпакуваннядіти
Пазли-гра порадувала. Упаковка тубус великого розміру, якісна, зручно буде зберігати. Пазли великого розміру, яскраві. В комплекті йдуть наклейки і завдання, завдання дитині сподобалися. На подарунок чудовий варіант. Однозначно рекомендуємо
",5,Positive,Positive,Positive
484,"Люблю фірму Ля Рош, тому без вагань замовила великий формат. І даремно, запах якийсь специфічний, дуже дратує. В мене викликав алергію. Але моїй мамі ніби підійшов.
",2,Negative,Negative,Negative
485,"Мій коментар субєкнийвний:
Глючить мало, є затримки але несуттєві.
Пульт зручний, легко керувати.
Думаю це нормальна річ за свої гроші, як для хорошого китайського бренда.
",3,Neutral,Neutral,Neutral
486,"Аромат приємний, ніжний. І квітковий, але і свіжий. На літо підходить. Купляла тестер, ще й по акційній ціні, так що покупкою задоволена.
",4,Positive,Positive,Positive
487,"прийшло швидко,запаковано супер! в роботі навіть не думала,що буде безболісно,дякую Розетка, шкода що відео не загрузилось.
",5,Positive,Positive,Positive
488,"Купував телефон для мами , її все влаштовує. Взагалі не поганий бюджетний телефон , явних недоліків поки що не помітив
",4,Positive,Positive,Positive
489,"Чохол так собі, пошитий добре, але спати на ньому не дуже приємно, парить. А це й не дивно, адже це хімія.",3,Neutral,Negative,Negative
490,"Якість матеріалу сподобалася, трішки не розібрався з розміром, але для дому мені цілком підходить. В середині достатня кількість кишень. Верхня частина має металевий каркас.
",3,Neutral,Positive,Positive
491,"Мало того, що виріб поганої якості, та ще ї не шкіряний, як написано в описі. З урахуванням, що Розетка продає напряму - свідомий обман покупця.
",1,Negative,Negative,Negative
492,"Хочу добавити до попереднього відгуку деякі фото:
1 - партія від березня місяця
2 - дата виготовлення
3 - партія поточного замовлення
4 - дата виготовлення",1,Negative,Neutral,Neutral
493,"На жаль, вистачило на 2 роки, 2 місяці. Процесор вийшов з ладу. За час користування був надійним помічником у роботі (організація дистанційного навчання з використанням онлайн-дошок) та відпочинку.",3,Neutral,Positive,Neutral
494,"В цілому непоганий, але кріплення замків і петель не для такої потужної ручки. Не продумано. Посилка прийшла швидко і якісно упакована. Дякую Розетці.",3,Neutral,Mixed,Neutral
495,"Замовляли це масло в мотор після капіталки (ВАЗ-2103), потемніло вже після 1000 км. Крім того, упаковка товару нікудишня, була надірвана фольга та пломба, коробка виявилася вся в цьому ж маслі.",2,Negative,Negative,Negative
496,"раз на рік купую дитині ці навушники. Так, як їх закручують вузлами - не кожні витримають
",5,Positive,Neutral,Positive
497,"Через тиждень почалися проблем з кнопкою , не перемикались треки , не відповідало на дзвінок . А вже до 1го місяця використання просто почали глючити .... Вимикання музики , відконечування",1,Negative,Negative,Negative
498,"на цю стрічку у ванній кімнаті приклеїв стерилізатор для зубних щіток, через тиждень все відвалилось ...Добре хоч щітки цілі залишились...
",1,Negative,Negative,Negative
499,"Який клас енергозбереження? Порадьте економну духовку, оскільки на квартиру роздається 5.5 квт на все. Дякую.",4,Positive,Positive,Positive
500,"зазвичай беремо для мами L (TENA або SENI), тому без вагань замовила аж 3 упаковки (була акційна ціна), але ... облом. виявилися малі",3,Neutral,Negative,Neutral
501,"Купив перший раз все супер! Потрібно було ще один, в другому вже не працює переключатель режимів. ФЕН НЕ ВИКЛЮЧАЄТЬСЯ, тільки вимикання з мережі живлення
",3,Neutral,Negative,Negative
502,"В порівнянні з револьвером цієї ж фірми постріл досить слабкий. Постійно застрягає патрон. Стріляти потрібно з ""бубном"" тому що постріл буде зовсім слабким
",3,Neutral,Negative,Negative
503,Через 5 місяців перестав працювати!сигнал є відміний а роздавати нехоче .при всіх поділках роздає 100 120кб і менше !скидання до заводських настройок через reset ніякого результату недає! ГАРАНТІЯ НЕЗАПОВНЕНА!,1,Negative,Negative,Negative
504,"Купляли цей попкорн навесні, було дуже смачно.
Купили тиждень тому - і повне розчарування.
Пересолений та багато мотлоху.
Більше купляти не будемо.
",2,Negative,Negative,Negative
505,"Вау ефект, я скуштував його і це просто бомба, суперово розчиняється, склад хороший, смак відповідає, прийшов швидко і якісний дуже, термін придатності хороший.
",5,Positive,Positive,Positive
